claim_id,claim_claimnumber,policy_number,incident_id,claim_lossdate,claim_reporteddate,claim_status,claim_closedate,claim_losstype,claim_lob,claim_severity,claim_loss_add_state,claim_glass_ind,claim_primary_group,claim_primary_adjuster_id,claim_litigation_ind,claim_subrogation_status,claim_salvage_status,claim_litigation_status,claim_fatalities,claim_large_loss,claim_coverage_in_question,claim_siu_status,claim_siu_score,claim_resolution
CLM01-15375,IA01-15375,POL01-1000763,INC01-105375,2018-01-15 00:00:00.000000,2018-01-15 00:00:00.000000,Open,,COL,AUTO,MEDIUM,IN,,Injury,ADJ01-1011512,,Y,Y,Open,,,Y,Unassigned,,
CLM01-15377,IA01-15377,POL01-1014967,INC01-105377,2018-12-01 00:00:00.000000,2018-12-04 00:00:00.000000,Open,,PD,AUTO,HIGH,NC,,Fire/Theft,ADJ01-1001564,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15379,IA01-15379,POL01-1004822,INC01-105379,2018-06-27 00:00:00.000000,2018-06-27 00:00:00.000000,Open,,COL,AUTO,MEDIUM,WV,,Analyst Vendor IPD,ADJ01-1002787,,Y,Y,Close,Y,Y,,Unassigned,,
CLM01-15380,IA01-15380,POL01-1009427,INC01-105380,2018-11-01 00:00:00.000000,2018-11-05 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AZ,,General,ADJ01-1009637,,Y,Y,Close,Y,Y,Y,Unassigned,,
CLM01-15381,IA01-15381,POL01-1001044,INC01-105381,2018-10-30 00:00:00.000000,2018-10-31 00:00:00.000000,Open,,GLASS,AUTO,LOW,MN,Y,Tow,ADJ01-1017624,,,,Open,Y,,Y,Unassigned,,
CLM01-15383,IA01-15383,POL01-1020757,INC01-105383,2018-03-21 00:00:00.000000,2018-03-22 00:00:00.000000,Open,,PD,AUTO,HIGH,MI,,Total Loss,ADJ01-1015347,,,,Open,Y,,Y,Unassigned,,
CLM01-15384,IA01-15384,POL01-1006230,INC01-105384,2018-11-16 00:00:00.000000,2018-11-21 00:00:00.000000,Open,,PD,AUTO,HIGH,MT,,Tow,ADJ01-1011588,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15387,IA01-15387,POL01-1006437,INC01-105387,2018-03-21 00:00:00.000000,2018-03-24 00:00:00.000000,Open,,COL,AUTO,MEDIUM,VA,,Fire/Theft,ADJ01-1011115,,Y,Y,Close,Y,,Y,Unassigned,,
CLM01-15388,IA01-15388,POL01-1023907,INC01-105388,2018-04-10 00:00:00.000000,2018-04-13 00:00:00.000000,Open,,GLASS,AUTO,LOW,MT,Y,Analyst Vendor IPD,ADJ01-1012612,,,,Close,,Y,Y,Unassigned,,
CLM01-15389,IA01-15389,POL01-1011214,INC01-105389,2018-10-20 00:00:00.000000,2018-10-21 00:00:00.000000,Open,,PD,AUTO,HIGH,MA,,FastTrack,ADJ01-1017635,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15390,IA01-15390,POL01-1015460,INC01-105390,2018-12-09 00:00:00.000000,2018-12-11 00:00:00.000000,Closed,2019-02-04 23:22:31.782770,BI,AUTO,HIGH,VT,,houseowners Low Compound,ADJ01-1007504,,,,Close,Y,Y,,Unassigned,,Closed without payment
CLM01-15392,IA01-15392,POL01-1003949,INC01-105392,2019-01-23 00:00:00.000000,2019-01-23 00:00:00.000000,Open,,PD,AUTO,HIGH,WA,,FastTrack,ADJ01-1012531,,,,Open,,Y,Y,Assigned,3,
CLM01-15399,IA01-15399,POL01-1010429,INC01-105399,2018-07-22 00:00:00.000000,2018-07-27 00:00:00.000000,Open,,BI,AUTO,HIGH,AR,,Salvage,ADJ01-1003699,,,,Close,Y,,,Unassigned,,
CLM01-15401,IA01-15401,POL01-1021869,INC01-105401,2018-12-14 00:00:00.000000,2018-12-16 00:00:00.000000,Closed,2019-02-04 23:22:31.782840,BI,AUTO,HIGH,SD,,Salvage,ADJ01-1010345,,,,Open,Y,Y,,Unassigned,,Rejected
CLM01-15402,IA01-15402,POL01-1017998,INC01-105402,2018-02-03 00:00:00.000000,2018-02-08 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,TX,,Injury-Compound,ADJ01-1019209,,Y,Y,Close,Y,Y,,Unassigned,,
CLM01-15403,IA01-15403,POL01-1017342,INC01-105403,2018-10-09 00:00:00.000000,2018-10-14 00:00:00.000000,Open,,PD,AUTO,HIGH,ID,,General,ADJ01-1000527,,,,Close,,Y,Y,Unassigned,,
CLM01-15405,IA01-15405,POL01-1014492,INC01-105405,2019-01-17 00:00:00.000000,2019-01-21 00:00:00.000000,Open,,PD,AUTO,HIGH,WA,,houseowners compound,ADJ01-1015774,,,,Close,Y,Y,,Unassigned,,
CLM01-15406,IA01-15406,POL01-1010713,INC01-105406,2018-05-05 00:00:00.000000,2018-05-09 00:00:00.000000,Open,,PD,AUTO,HIGH,SC,,General,ADJ01-1014927,,,,Close,Y,,Y,Unassigned,,
CLM01-15409,IA01-15409,POL01-1008432,INC01-105409,2018-02-18 00:00:00.000000,2018-02-23 00:00:00.000000,Open,,BI,AUTO,HIGH,AL,,Glass,ADJ01-1008764,,,,Open,Y,,Y,Unassigned,,
CLM01-15410,IA01-15410,POL01-1021957,INC01-105410,2018-12-13 00:00:00.000000,2018-12-16 00:00:00.000000,Closed,2019-02-04 23:22:31.782965,BI,AUTO,HIGH,PA,,Salvage,ADJ01-1007797,Y,,,Close,Y,Y,Y,Assigned,3,Reported in siu
CLM01-15411,IA01-15411,POL01-1020614,INC01-105411,2018-11-08 00:00:00.000000,2018-11-11 00:00:00.000000,Open,,GLASS,AUTO,LOW,GA,Y,Subrogation,ADJ01-1002014,,,,Open,Y,,Y,Unassigned,,
CLM01-15414,IA01-15414,POL01-1001116,INC01-105414,2018-01-02 00:00:00.000000,2018-01-02 00:00:00.000000,Open,,GLASS,AUTO,LOW,KY,Y,Salvage,ADJ01-1006160,,,,Close,Y,,,Unassigned,,
CLM01-15416,IA01-15416,POL01-1002393,INC01-105416,2018-10-11 00:00:00.000000,2018-10-12 00:00:00.000000,Open,,BI,AUTO,HIGH,VT,,Injury-Compound,ADJ01-1018044,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15419,IA01-15419,POL01-1020008,INC01-105419,2018-12-10 00:00:00.000000,2018-12-12 00:00:00.000000,Closed,2019-02-04 23:22:31.783052,COL,AUTO,MEDIUM,CO,,Salvage,ADJ01-1011920,,Y,Y,Close,Y,Y,Y,Unassigned,,Closed with payments
CLM01-15422,IA01-15422,POL01-1016455,INC01-105422,2018-03-09 00:00:00.000000,2018-03-12 00:00:00.000000,Open,,COL,AUTO,MEDIUM,OH,,houseowners compound,ADJ01-1000810,,Y,Y,Open,Y,,,Unassigned,,
CLM01-15426,IA01-15426,POL01-1011228,INC01-105426,2018-10-20 00:00:00.000000,2018-10-25 00:00:00.000000,Open,,COL,AUTO,MEDIUM,UT,,houseowners Low Compound,ADJ01-1000455,,Y,Y,Close,,,Y,Unassigned,,
CLM01-15428,IA01-15428,POL01-1006623,INC01-105428,2018-04-15 00:00:00.000000,2018-04-18 00:00:00.000000,Open,,BI,AUTO,HIGH,NH,,Total Loss,ADJ01-1000908,,,,Open,Y,Y,,Unassigned,,
CLM01-15433,IA01-15433,POL01-1019029,INC01-105433,2019-01-08 00:00:00.000000,2019-01-12 00:00:00.000000,Open,,BI,AUTO,HIGH,IL,,houseowners Low Compound,ADJ01-1003911,,,,Open,Y,Y,Y,Unassigned,,
CLM01-15434,IA01-15434,POL01-1021222,INC01-105434,2018-04-26 00:00:00.000000,2018-04-28 00:00:00.000000,Open,,BI,AUTO,HIGH,OR,,Salvage,ADJ01-1017144,,,,Open,Y,Y,,Unassigned,,
CLM01-15435,IA01-15435,POL01-1002780,INC01-105435,2019-01-21 00:00:00.000000,2019-01-26 00:00:00.000000,Open,,COL,AUTO,MEDIUM,ND,,Analyst Vendor IPD,ADJ01-1018611,,Y,Y,Close,Y,,Y,Unassigned,,
CLM01-15438,IA01-15438,POL01-1019480,INC01-105438,2018-12-27 00:00:00.000000,2018-12-30 00:00:00.000000,Closed,2019-02-04 23:22:31.783198,PD,AUTO,HIGH,NY,,Glass,ADJ01-1014534,,,,Close,Y,Y,Y,Unassigned,,Closed without payment
CLM01-15442,IA01-15442,POL01-1001715,INC01-105442,2018-12-15 00:00:00.000000,2018-12-18 00:00:00.000000,Closed,2019-02-04 23:22:31.783227,COL,AUTO,MEDIUM,PA,,houseowners Low Compound,ADJ01-1015033,,Y,Y,Close,,,Y,Unassigned,,Duplicate
CLM01-15444,IA01-15444,POL01-1021800,INC01-105444,2018-06-17 00:00:00.000000,2018-06-21 00:00:00.000000,Open,,GLASS,AUTO,LOW,ME,Y,Tow,ADJ01-1001184,,,,Close,Y,,,Assigned,4,
CLM01-15445,IA01-15445,POL01-1001600,INC01-105445,2018-10-16 00:00:00.000000,2018-10-16 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,AZ,,Medical Claims,ADJ01-1003376,,Y,Y,Close,Y,Y,Y,Unassigned,,
CLM01-15451,IA01-15451,POL01-1021554,INC01-105451,2018-09-20 00:00:00.000000,2018-09-22 00:00:00.000000,Open,,GLASS,AUTO,LOW,CT,Y,General,ADJ01-1009809,,,,Open,,Y,,Assigned,8,
CLM01-15452,IA01-15452,POL01-1016971,INC01-105452,2018-11-06 00:00:00.000000,2018-11-10 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,NH,,houseowners Low Compound,ADJ01-1011058,,Y,Y,Open,Y,,Y,Unassigned,,
CLM01-15453,IA01-15453,POL01-1017535,INC01-105453,2018-10-25 00:00:00.000000,2018-10-26 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NY,,Injury-Compound,ADJ01-1018643,,Y,Y,Close,Y,Y,Y,Unassigned,,
CLM01-15455,IA01-15455,POL01-1004892,INC01-105455,2018-09-19 00:00:00.000000,2018-09-24 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,UT,,Medical Claims,ADJ01-1001102,,Y,Y,Open,,,Y,Unassigned,,
CLM01-15457,IA01-15457,POL01-1020707,INC01-105457,2018-01-24 00:00:00.000000,2018-01-25 00:00:00.000000,Open,,PD,AUTO,HIGH,HI,,Subrogation,ADJ01-1014909,,,,Open,Y,Y,Y,Unassigned,,
CLM01-15462,IA01-15462,POL01-1000923,INC01-105462,2019-01-27 00:00:00.000000,2019-01-27 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,SD,,Injury-Compound,ADJ01-1012989,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-15463,IA01-15463,POL01-1024422,INC01-105463,2018-10-23 00:00:00.000000,2018-10-26 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,MA,,houseowners compound,ADJ01-1017307,,Y,Y,Close,,Y,Y,Unassigned,,
CLM01-15469,IA01-15469,POL01-1015686,INC01-105469,2019-01-23 00:00:00.000000,2019-01-24 00:00:00.000000,Open,,GLASS,AUTO,LOW,DC,Y,Salvage,ADJ01-1018577,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15471,IA01-15471,POL01-1022067,INC01-105471,2018-12-08 00:00:00.000000,2018-12-13 00:00:00.000000,Closed,2019-02-04 23:22:31.783456,PD,AUTO,HIGH,AL,,General,ADJ01-1001844,,,,Open,,,,Unassigned,,Closed with payments
CLM01-15474,IA01-15474,POL01-1015440,INC01-105474,2018-10-10 00:00:00.000000,2018-10-14 00:00:00.000000,Open,,PD,AUTO,HIGH,AL,,Injury-Compound,ADJ01-1013439,,,,Open,,Y,,Unassigned,,
CLM01-15475,IA01-15475,POL01-1017964,INC01-105475,2018-12-20 00:00:00.000000,2018-12-22 00:00:00.000000,Closed,2019-02-04 23:22:31.783504,COMP,AUTO,MEDIUM,ND,,Injury,ADJ01-1011005,,Y,Y,Open,Y,Y,,Unassigned,,Closed without payment
CLM01-15480,IA01-15480,POL01-1009635,INC01-105480,2018-07-29 00:00:00.000000,2018-07-30 00:00:00.000000,Open,,PD,AUTO,HIGH,NV,,Fire/Theft,ADJ01-1007111,,,,Close,Y,Y,,Unassigned,,
CLM01-15482,IA01-15482,POL01-1002946,INC01-105482,2018-12-04 00:00:00.000000,2018-12-04 00:00:00.000000,Open,,PD,AUTO,HIGH,OR,,houseowners compound,ADJ01-1009831,,,,Open,Y,,Y,Unassigned,,
CLM01-15483,IA01-15483,POL01-1005629,INC01-105483,2018-12-25 00:00:00.000000,2018-12-27 00:00:00.000000,Closed,2019-02-04 23:22:31.783632,COMP,AUTO,MEDIUM,KS,,Total Loss,ADJ01-1008976,,Y,Y,Open,Y,Y,,Assigned,9,Reported in siu
CLM01-15487,IA01-15487,POL01-1017751,INC01-105487,2018-02-07 00:00:00.000000,2018-02-10 00:00:00.000000,Open,,PD,AUTO,HIGH,NH,,houseowners compound,ADJ01-1016964,,,,Open,,,Y,Unassigned,,
CLM01-15489,IA01-15489,POL01-1004766,INC01-105489,2019-01-23 00:00:00.000000,2019-01-24 00:00:00.000000,Open,,GLASS,AUTO,LOW,MN,Y,Injury-Compound,ADJ01-1006365,,,,Open,Y,,,Unassigned,,
CLM01-15491,IA01-15491,POL01-1007120,INC01-105491,2018-08-12 00:00:00.000000,2018-08-15 00:00:00.000000,Open,,COL,AUTO,MEDIUM,VA,,Medical Claims,ADJ01-1018471,,Y,Y,Open,,,Y,Unassigned,,
CLM01-15492,IA01-15492,POL01-1018097,INC01-105492,2018-10-02 00:00:00.000000,2018-10-04 00:00:00.000000,Open,,BI,AUTO,HIGH,DE,,Subrogation,ADJ01-1013275,,,,Close,Y,,,Unassigned,,
CLM01-15497,IA01-15497,POL01-1015384,INC01-105497,2019-01-17 00:00:00.000000,2019-01-19 00:00:00.000000,Open,,COL,AUTO,MEDIUM,VT,,Total Loss,ADJ01-1008966,,Y,Y,Open,,Y,,Unassigned,,
CLM01-15499,IA01-15499,POL01-1020972,INC01-105499,2018-11-05 00:00:00.000000,2018-11-06 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MI,,Physical,ADJ01-1008411,,Y,Y,Open,,Y,,Unassigned,,
CLM01-15500,IA01-15500,POL01-1007498,INC01-105500,2018-11-22 00:00:00.000000,2018-11-26 00:00:00.000000,Open,,BI,AUTO,HIGH,LA,,Injury,ADJ01-1013996,,,,Open,Y,Y,,Unassigned,,
CLM01-15502,IA01-15502,POL01-1003325,INC01-105502,2019-01-01 00:00:00.000000,2019-01-04 00:00:00.000000,Open,,PD,AUTO,HIGH,CA,,Subrogation,ADJ01-1013927,,,,Open,Y,,,Unassigned,,
CLM01-15503,IA01-15503,POL01-1011249,INC01-105503,2019-01-25 00:00:00.000000,2019-01-29 00:00:00.000000,Open,,BI,AUTO,HIGH,NE,,houseowners Low Compound,ADJ01-1016260,,,,Close,,,Y,Unassigned,,
CLM01-15505,IA01-15505,POL01-1004585,INC01-105505,2018-11-12 00:00:00.000000,2018-11-16 00:00:00.000000,Open,,GLASS,AUTO,LOW,CO,Y,Physical,ADJ01-1014760,,,,Open,Y,Y,,Unassigned,,
CLM01-15510,IA01-15510,POL01-1021248,INC01-105510,2018-06-23 00:00:00.000000,2018-06-23 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,VA,,Medical Claims,ADJ01-1017926,,Y,Y,Close,,Y,Y,Unassigned,,
CLM01-15512,IA01-15512,POL01-1018826,INC01-105512,2019-01-09 00:00:00.000000,2019-01-10 00:00:00.000000,Open,,COL,AUTO,MEDIUM,CO,,houseowners Low Compound,ADJ01-1009927,,Y,Y,Open,,,Y,Unassigned,,
CLM01-15513,IA01-15513,POL01-1019279,INC01-105513,2018-10-29 00:00:00.000000,2018-10-29 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,AR,,houseowners compound,ADJ01-1012275,,Y,Y,Close,,Y,,Unassigned,,
CLM01-15514,IA01-15514,POL01-1003843,INC01-105514,2018-10-13 00:00:00.000000,2018-10-15 00:00:00.000000,Open,,BI,AUTO,HIGH,TN,,FastTrack,ADJ01-1002329,,,,Open,,Y,Y,Unassigned,,
CLM01-15520,IA01-15520,POL01-1013391,INC01-105520,2018-05-21 00:00:00.000000,2018-05-21 00:00:00.000000,Open,,BI,AUTO,HIGH,WI,,houseowners Low Compound,ADJ01-1012571,,,,Close,Y,Y,,Unassigned,,
CLM01-15527,IA01-15527,POL01-1011266,INC01-105527,2019-01-25 00:00:00.000000,2019-01-27 00:00:00.000000,Open,,PD,AUTO,HIGH,UT,,Analyst Vendor IPD,ADJ01-1002751,,,,Open,,Y,,Assigned,7,
CLM01-15531,IA01-15531,POL01-1019698,INC01-105529,2018-11-28 00:00:00.000000,2018-11-28 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,GA,,FastTrack,ADJ01-1004734,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-15533,IA01-15533,POL01-1007059,INC01-105531,2018-06-25 00:00:00.000000,2018-06-27 00:00:00.000000,Open,,GLASS,AUTO,LOW,WA,Y,General,ADJ01-1017813,,,,Open,,Y,Y,Assigned,8,
CLM01-15536,IA01-15536,POL01-1019591,INC01-105534,2018-12-28 00:00:00.000000,2018-12-31 00:00:00.000000,Closed,2019-02-04 23:22:31.784035,COMP,AUTO,MEDIUM,SD,,houseowners compound,ADJ01-1006685,,Y,Y,Close,Y,,,Unassigned,,Closed with payments
CLM01-15539,IA01-15539,POL01-1008679,INC01-105537,2018-10-26 00:00:00.000000,2018-10-29 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AZ,,Analyst Vendor IPD,ADJ01-1003825,,Y,Y,Close,,,,Unassigned,,
CLM01-15542,IA01-15542,POL01-1009843,INC01-105540,2018-12-29 00:00:00.000000,2019-01-02 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,DC,,Tow,ADJ01-1018848,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-15544,IA01-15544,POL01-1012393,INC01-105542,2018-06-07 00:00:00.000000,2018-06-08 00:00:00.000000,Open,,GLASS,AUTO,LOW,IL,Y,houseowners Low Compound,ADJ01-1013309,,,,Open,Y,Y,Y,Unassigned,,
CLM01-15548,IA01-15548,POL01-1012027,INC01-105546,2018-09-10 00:00:00.000000,2018-09-10 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CA,,Fire/Theft,ADJ01-1001564,,Y,Y,Close,Y,,Y,Unassigned,,
CLM01-15549,IA01-15549,POL01-1013099,INC01-105547,2018-08-20 00:00:00.000000,2018-08-20 00:00:00.000000,Open,,PD,AUTO,HIGH,KY,,General,ADJ01-1010913,,,,Close,,Y,Y,Assigned,8,
CLM01-15554,IA01-15554,POL01-1020297,INC01-105552,2018-11-21 00:00:00.000000,2018-11-21 00:00:00.000000,Open,,PD,AUTO,HIGH,HI,,Subrogation,ADJ01-1007374,,,,Close,,Y,,Unassigned,,
CLM01-15556,IA01-15556,POL01-1011205,INC01-105554,2018-01-07 00:00:00.000000,2018-01-09 00:00:00.000000,Open,,BI,AUTO,HIGH,OH,,Injury-Compound,ADJ01-1008971,Y,,,Close,Y,Y,Y,Unassigned,,
CLM01-15557,IA01-15557,POL01-1021459,INC01-105555,2018-11-22 00:00:00.000000,2018-11-25 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,RI,,General,ADJ01-1015562,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-15558,IA01-15558,POL01-1002265,INC01-105556,2019-01-12 00:00:00.000000,2019-01-17 00:00:00.000000,Open,,BI,AUTO,HIGH,AR,,Total Loss,ADJ01-1015604,,,,Open,,Y,Y,Unassigned,,
CLM01-15559,IA01-15559,POL01-1009617,INC01-105557,2018-05-14 00:00:00.000000,2018-05-18 00:00:00.000000,Open,,PD,AUTO,HIGH,NM,,Injury-Compound,ADJ01-1015041,,,,Open,Y,Y,Y,Unassigned,,
CLM01-15561,IA01-15561,POL01-1012374,INC01-105559,2018-09-29 00:00:00.000000,2018-09-30 00:00:00.000000,Open,,PD,AUTO,HIGH,AZ,,Total Loss,ADJ01-1018467,,,,Open,Y,,Y,Assigned,7,
CLM01-15563,IA01-15563,POL01-1018852,INC01-105561,2019-01-07 00:00:00.000000,2019-01-09 00:00:00.000000,Open,,COL,AUTO,MEDIUM,IL,,Injury-Compound,ADJ01-1001658,,Y,Y,Open,Y,Y,,Unassigned,,
CLM01-15564,IA01-15564,POL01-1005123,INC01-105562,2018-06-22 00:00:00.000000,2018-06-22 00:00:00.000000,Open,,COL,AUTO,MEDIUM,IA,,houseowners compound,ADJ01-1018691,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-15569,IA01-15569,POL01-1004586,INC01-105567,2018-12-14 00:00:00.000000,2018-12-18 00:00:00.000000,Closed,2019-02-04 23:22:31.784326,COMP,AUTO,MEDIUM,WY,,Injury,ADJ01-1017309,,Y,Y,Close,,Y,Y,Unassigned,,Closed without payment
CLM01-15573,IA01-15573,POL01-1009012,INC01-105571,2018-12-07 00:00:00.000000,2018-12-09 00:00:00.000000,Closed,2019-02-04 23:22:31.784354,COL,AUTO,MEDIUM,NV,,Glass,ADJ01-1007463,,Y,Y,Open,Y,,,Unassigned,,Closed with payments
CLM01-15584,IA01-15584,POL01-1003385,INC01-105584,2019-01-23 00:00:00.000000,2019-01-26 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MN,,Medical Claims,ADJ01-1005291,,Y,Y,Open,,Y,,Assigned,9,
CLM01-15585,IA01-15585,POL01-1024460,INC01-105585,2018-08-17 00:00:00.000000,2018-08-20 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MO,,Injury,ADJ01-1003199,,Y,Y,Open,Y,,Y,Unassigned,,
CLM01-15588,IA01-15588,POL01-1020468,INC01-105588,2019-01-08 00:00:00.000000,2019-01-09 00:00:00.000000,Open,,PD,AUTO,HIGH,MO,,General,ADJ01-1013674,,,,Open,Y,Y,,Unassigned,,
CLM01-15589,IA01-15589,POL01-1009956,INC01-105589,2018-12-22 00:00:00.000000,2018-12-23 00:00:00.000000,Closed,2019-02-04 23:22:31.784441,COMP,AUTO,MEDIUM,OH,,Injury,ADJ01-1015258,,Y,Y,Close,Y,Y,Y,Unassigned,,Rejected
CLM01-15590,IA01-15590,POL01-1010705,INC01-105590,2018-02-28 00:00:00.000000,2018-03-01 00:00:00.000000,Open,,BI,AUTO,HIGH,ME,,Fire/Theft,ADJ01-1017082,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15591,IA01-15591,POL01-1007243,INC01-105591,2018-03-06 00:00:00.000000,2018-03-07 00:00:00.000000,Open,,PD,AUTO,HIGH,NE,,Physical,ADJ01-1005503,,,,Close,Y,Y,Y,Unassigned,,
CLM01-15595,IA01-15595,POL01-1008113,INC01-105595,2019-01-17 00:00:00.000000,2019-01-18 00:00:00.000000,Open,,COL,AUTO,MEDIUM,DE,,houseowners compound,ADJ01-1002066,,Y,Y,Open,Y,,,Unassigned,,
CLM01-15596,IA01-15596,POL01-1011003,INC01-105596,2018-07-21 00:00:00.000000,2018-07-23 00:00:00.000000,Open,,GLASS,AUTO,LOW,CT,Y,Subrogation,ADJ01-1000680,,,,Open,Y,Y,,Unassigned,,
CLM01-15601,IA01-15601,POL01-1013028,INC01-105601,2018-12-30 00:00:00.000000,2018-12-31 00:00:00.000000,Closed,2019-02-04 23:22:31.784548,PD,AUTO,HIGH,AZ,,Glass,ADJ01-1007357,,,,Open,Y,,,Unassigned,,Closed without payment
CLM01-15602,IA01-15602,POL01-1006198,INC01-105602,2018-11-23 00:00:00.000000,2018-11-24 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CA,,Injury-Compound,ADJ01-1003292,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-15604,IA01-15604,POL01-1013860,INC01-105604,2018-10-06 00:00:00.000000,2018-10-09 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,MS,,Medical Claims,ADJ01-1012488,,Y,Y,Open,Y,,,Unassigned,,
CLM01-15609,IA01-15609,POL01-1017523,INC01-105609,2018-05-18 00:00:00.000000,2018-05-23 00:00:00.000000,Open,,GLASS,AUTO,LOW,DE,Y,Medical Claims,ADJ01-1011186,,,,Close,Y,,,Unassigned,,
CLM01-15610,IA01-15610,POL01-1011910,INC01-105610,2019-01-25 00:00:00.000000,2019-01-28 00:00:00.000000,Open,,COL,AUTO,MEDIUM,KY,,Injury-Compound,ADJ01-1012552,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-15615,IA01-15615,POL01-1022234,INC01-105615,2018-10-19 00:00:00.000000,2018-10-23 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AL,,Injury-Compound,ADJ01-1014916,,Y,Y,Open,Y,,,Unassigned,,
CLM01-15616,IA01-15616,POL01-1001548,INC01-105616,2018-12-20 00:00:00.000000,2018-12-23 00:00:00.000000,Open,,GLASS,AUTO,LOW,WA,Y,Tow,ADJ01-1016511,,,,Close,Y,,Y,Assigned,8,
CLM01-15628,IA01-15628,POL01-1022299,INC01-105628,2018-04-27 00:00:00.000000,2018-04-28 00:00:00.000000,Open,,GLASS,AUTO,LOW,MO,Y,Tow,ADJ01-1010788,,,,Open,Y,,,Unassigned,,
CLM01-15629,IA01-15629,POL01-1001955,INC01-105629,2019-01-20 00:00:00.000000,2019-01-25 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NE,,Fire/Theft,ADJ01-1000842,,Y,Y,Close,,,,Unassigned,,
CLM01-15631,IA01-15631,POL01-1021974,INC01-105631,2018-03-17 00:00:00.000000,2018-03-21 00:00:00.000000,Open,,BI,AUTO,HIGH,UT,,houseowners compound,ADJ01-1005130,,,,Open,,Y,,Unassigned,,
CLM01-15633,IA01-15633,POL01-1008300,INC01-105633,2018-10-12 00:00:00.000000,2018-10-14 00:00:00.000000,Open,,COL,AUTO,MEDIUM,CA,,houseowners compound,ADJ01-1011910,,Y,Y,Open,,,,Unassigned,,
CLM01-15634,IA01-15634,POL01-1023020,INC01-105634,2018-10-11 00:00:00.000000,2018-10-15 00:00:00.000000,Open,,BI,AUTO,HIGH,NE,,Injury,ADJ01-1000784,,,,Open,,Y,Y,Unassigned,,
CLM01-15637,IA01-15637,POL01-1014114,INC01-105637,2018-11-03 00:00:00.000000,2018-11-07 00:00:00.000000,Open,,BI,AUTO,HIGH,AZ,,Total Loss,ADJ01-1002669,,,,Close,Y,Y,Y,Assigned,1,
CLM01-15640,IA01-15640,POL01-1019600,INC01-105640,2019-01-07 00:00:00.000000,2019-01-07 00:00:00.000000,Open,,PD,AUTO,HIGH,DC,,Medical Claims,ADJ01-1014224,,,,Open,,,Y,Unassigned,,
CLM01-15643,IA01-15643,POL01-1022202,INC01-105643,2018-12-18 00:00:00.000000,2018-12-23 00:00:00.000000,Open,,GLASS,AUTO,LOW,NV,Y,FastTrack,ADJ01-1000266,,,,Open,,Y,Y,Unassigned,,
CLM01-15646,IA01-15646,POL01-1022535,INC01-105646,2019-01-22 00:00:00.000000,2019-01-23 00:00:00.000000,Open,,COL,AUTO,MEDIUM,ME,,houseowners compound,ADJ01-1012971,,Y,Y,Open,,Y,,Unassigned,,
CLM01-15647,IA01-15647,POL01-1010120,INC01-105647,2018-12-23 00:00:00.000000,2018-12-24 00:00:00.000000,Closed,2019-02-04 23:22:31.784913,BI,AUTO,HIGH,NY,,Fire/Theft,ADJ01-1005514,,,,Open,Y,Y,,Unassigned,,Closed with payments
CLM01-15649,IA01-15649,POL01-1001114,INC01-105649,2018-07-15 00:00:00.000000,2018-07-15 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,LA,,Fire/Theft,ADJ01-1007829,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-15650,IA01-15650,POL01-1001268,INC01-105650,2018-04-11 00:00:00.000000,2018-04-14 00:00:00.000000,Open,,GLASS,AUTO,LOW,NC,Y,Tow,ADJ01-1019788,,,,Open,Y,Y,Y,Unassigned,,
